TIME_PERIOD,REF_AREA,Out_Degree_Centrality
2005,UZB,0.7253886010362695
2005,CHL,0.9533678756476685
2005,PRK,0.9119170984455959
2005,EGY,0.9948186528497409
2005,GAB,0.922279792746114
2005,GUY,0.694300518134715
2005,KEN,0.8497409326424871
2005,MUS,0.922279792746114
2005,MMR,0.6476683937823834
2005,SGP,0.9948186528497409
2005,UGA,0.7927461139896373
2005,ZMB,0.616580310880829
2005,AUT,0.9326424870466321
2005,CAN,0.9948186528497409
2005,FRA,0.9844559585492229
2005,DEU,0.9948186528497409
2005,GRC,0.8756476683937824
2005,ITA,0.9740932642487047
2005,JPN,0.9948186528497409
2005,NLD,1.0
2005,POL,0.8911917098445596
2005,CHE,0.9948186528497409
2005,TUR,0.9689119170984456
2005,GBR,0.9948186528497409
2005,USA,1.0
2005,AGO,0.8186528497409327
2005,ABW,0.7409326424870467
2005,BEN,0.7098445595854923
2005,CHN,0.9948186528497409
2005,IND,1.0
2005,KAZ,0.7823834196891192
2005,MAC,0.9067357512953368
2005,QAT,0.8134715025906736
2005,RUS,0.9274611398963731
2005,SAU,0.9792746113989638
2005,SUR,0.7098445595854923
2005,ARE,0.9378238341968912
2005,AUS,1.0
2005,BEL,0.9740932642487047
2005,CZE,0.8808290155440415
2005,FIN,0.9481865284974094
2005,HUN,0.8860103626943006
2005,IRL,1.0
2005,KOR,0.9896373056994819
2005,LUX,0.9896373056994819
2005,MEX,0.9689119170984456
2005,PRT,0.8963730569948187
2005,ESP,0.9948186528497409
2005,ATG,0.8186528497409327
2005,BHS,0.9585492227979275
2005,BMU,0.9896373056994819
2005,BRA,0.9896373056994819
2005,CYM,0.922279792746114
2005,HKG,0.9948186528497409
2005,IDN,0.9844559585492229
2005,OMN,0.8082901554404145
2005,ZAF,0.9637305699481865
2005,TWN,0.9896373056994819
2005,THA,0.9844559585492229
2005,BRB,0.9896373056994819
2005,BWA,0.8393782383419689
2005,CUB,0.9792746113989638
2005,GIN,0.3989637305699482
2005,KWT,0.9533678756476685
2005,TJK,0.7202072538860104
2005,UKR,0.9430051813471503
2005,DNK,0.9585492227979275
2005,EST,0.7150259067357513
2005,ISR,0.9844559585492229
2005,LVA,0.8704663212435233
2005,LTU,0.7772020725388601
2005,SVK,0.7564766839378239
2005,SVN,0.6994818652849741
2005,SWE,0.9792746113989638
2005,AFG,0.844559585492228
2005,DZA,0.9585492227979275
2005,AZE,0.8911917098445596
2005,BHR,0.9689119170984456
2005,BGD,0.7098445595854923
2005,BLR,0.6994818652849741
2005,BIH,0.6735751295336788
2005,BRN,0.694300518134715
2005,BGR,0.8186528497409327
2005,BFA,0.48704663212435234
2005,HRV,0.8756476683937824
2005,DJI,0.7150259067357513
2005,GEO,0.6994818652849741
2005,IRN,0.8756476683937824
2005,IRQ,0.8186528497409327
2005,JAM,0.8031088082901555
2005,LBN,0.9792746113989638
2005,MWI,0.6683937823834197
2005,MAR,0.9481865284974094
2005,NGA,0.8860103626943006
2005,MKD,0.7150259067357513
2005,PAK,0.922279792746114
2005,PNG,0.8808290155440415
2005,ROU,0.922279792746114
2005,VCT,0.5595854922279793
2005,STP,0.27979274611398963
2005,TKM,0.8238341968911918
2005,VNM,0.9274611398963731
2005,TUN,0.7564766839378239
2005,KGZ,0.694300518134715
2005,COL,0.8549222797927462
2005,NZL,0.9067357512953368
2005,NOR,0.9792746113989638
2005,TCD,0.8134715025906736
2005,GNQ,0.8186528497409327
2005,SWZ,0.7823834196891192
2005,MLT,0.9948186528497409
2005,PAN,0.922279792746114
2005,SYR,0.8652849740932643
2005,ISL,0.8031088082901555
2005,ALB,0.5854922279792746
2005,ARM,0.6787564766839379
2005,KHM,0.5181347150259068
2005,CAF,0.305699481865285
2005,CIV,0.922279792746114
2005,CYP,0.9585492227979275
2005,FRO,0.6476683937823834
2005,HTI,0.41968911917098445
2005,LAO,0.37305699481865284
2005,LBY,0.7046632124352332
2005,MYS,0.9844559585492229
2005,MLI,0.7357512953367876
2005,MRT,0.7512953367875648
2005,MDA,0.7202072538860104
2005,MNG,0.5699481865284974
2005,NPL,0.6839378238341969
2005,NER,0.6476683937823834
2005,PSE,0.9067357512953368
2005,PER,0.8497409326424871
2005,PHL,0.9896373056994819
2005,SEN,0.8238341968911918
2005,SDN,0.8601036269430052
2005,BLZ,0.8601036269430052
2005,COG,0.8341968911917099
2005,ECU,0.7875647668393783
2005,JOR,0.8186528497409327
2005,LKA,0.8963730569948187
2005,COM,0.5803108808290156
2005,URY,0.8082901554404145
2005,VEN,0.7409326424870467
2005,ARG,0.8704663212435233
2005,CPV,0.7409326424870467
2005,CRI,0.6683937823834197
2005,AIA,0.7202072538860104
2005,BOL,0.6528497409326425
2005,DMA,0.7720207253886011
2005,DOM,0.7720207253886011
2005,SLV,0.6994818652849741
2005,GHA,0.7616580310880829
2005,GTM,0.7823834196891192
2005,HND,0.8652849740932643
2005,TTO,0.7305699481865285
2005,PRY,0.694300518134715
2005,KNA,0.8393782383419689
2005,LCA,0.6373056994818653
2005,SYC,0.8393782383419689
2005,NIC,0.6321243523316062
2005,COD,0.7098445595854923
2005,CMR,0.7823834196891192
2005,GRD,0.6062176165803109
2005,LSO,0.2694300518134715
2005,ETH,0.6839378238341969
2005,LBR,0.3316062176165803
2005,ZWE,0.48704663212435234
2005,RWA,0.61139896373057
2005,TZA,0.7564766839378239
2005,MOZ,0.6321243523316062
2005,FJI,0.5751295336787565
2005,NCL,0.45595854922279794
2005,GNB,0.48704663212435234
2005,MDG,0.7772020725388601
2005,TGO,0.6632124352331606
2005,ERI,0.38860103626943004
2005,GMB,0.6528497409326425
2005,BDI,0.5958549222797928
2005,MDV,0.6269430051813472
